"Loan.Amount","Annual.Income","Earliest.Credit.Line.Opened","Total.Credit.Balance","Loan.Application.Description","Loan.Term_0","Loan.Term_1","Employment.Length_0","Employment.Length_1","Home.Ownership_0","Home.Ownership_1","Loan.Purpose_0","Loan.Purpose_1","Address.State_0","Address.State_1","Address.State_2","Address.State_3","Address.State_4","Debt.To.Income.Ratio_0","Debt.To.Income.Ratio_1","Debt.To.Income.Ratio_2","No..Delinquencies.In.Last.2.Years_0","No..Delinquencies.In.Last.2.Years_1","FICO.Credit.Score_0","FICO.Credit.Score_1","FICO.Credit.Score_2","FICO.Credit.Score_3","FICO.Credit.Score_4","No..Inquiries.In.Last.6.Months_0","No..Inquiries.In.Last.6.Months_1","Months.Since.Last.Delinquency_0","Months.Since.Last.Delinquency_1","Months.Since.Last.Delinquency_2","No..Of.Credit.Lines_0","No..Of.Credit.Lines_1","No..Adverse.Public.Records_0","No..Adverse.Public.Records_1","Use.Of.Credit.Line_0","Use.Of.Credit.Line_1","Use.Of.Credit.Line_2","Use.Of.Credit.Line_3","Use.Of.Credit.Line_4","Total.Number.Of.Credit.Lines_0","Total.Number.Of.Credit.Lines_1","No..Of.Public.Record.Bankruptcies_0","No..Of.Public.Record.Bankruptcies_1","Class"
20000,55000,34325.17639,20357,1,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
12500,31000,33963.43958,16495,170,"0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
2400,47652,36693.53889,19888,174,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
11500,34500,38253.04653,11438,1000,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
12000,51500,33153.26319,9087,1000,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
6000,35392.32,35313.43819,2772,175,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
6000,2e+05,36003.48403,6530,155,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
3500,74000,37085.43472,30703,1000,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
6250,29640,36004.33125,18270,104,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
5200,26000,36034.36736,7839,94,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
23000,135000,34294.51181,17606,329,"0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
25000,142000,34264.0875,7424,302,"0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
3000,38500,37805.15347,2610,105,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
10000,36000,35974.20903,9389,85,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
11500,65000,36725.23403,10104,505,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
8400,140000,30725.24028,7479,1000,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10000,52000,34433.375,7386,0,"0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
7000,102000,32186.20139,22845,1,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
12000,50400,36485.40417,19137,1000,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
3200,77000,35406.28889,5843,904,"0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
8650,30000,33035.05208,3590,0,"0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
21000,57564,34925.08194,4800,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10200,85000,36204.39653,6473,140,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
12000,60000,34565.12708,26331,648,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0"
10000,49920,36873.45417,6648,350,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
11000,102368,35856.42708,14617,623,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
2000,50000,35946.14028,4005,46,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0"
15000,44500,35526.11736,6588,1000,"0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","1","0","1","0","0"
16000,44000,33727.34028,17070,128,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10000,110000,34236.37083,12919,412,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
6500,32000,34227.04444,2400,1000,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0"
9250,66000,35107.46597,17411,0,"0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
4000,39000,38857.29583,1942,451,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0"
24250,168750,34840.21597,44889,345,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
3100,48000,33952.53472,15354,178,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
5000,27972,36008.30278,6479,307,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
6000,45396,37080.41944,6474,81,"0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
8000,60000,34328.24306,12897,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
10000,35360,33698.34653,2600,454,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0"
4000,133000,30129.48819,10583,63,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
15000,65000,38679.29375,10472,0,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0"
13000,45000,36339.40486,24931,1,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
15000,35000,35801.31181,12361,1,"0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
9800,60000,36009.04375,6,1,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10000,91000,35231.48333,10373,159,"0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
7000,54000,34809.50903,16405,378,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
8500,49000,37449.52569,2280,275,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
10000,53000,30000,28289,615,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
16000,120000,33069.23472,50000,825,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
7000,63000,36917.23125,3969,194,"0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
3500,29000,38410.51042,4613,641,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
5000,50000,30701.27708,16685,84,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
5000,90000,32560.3125,28532,118,"0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0"
6000,40000,36400.47917,1940,497,"0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
23200,75000,34600.49514,2018,560,"0","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
9600,70800,36100.51944,34009,0,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
5000,53000,35830.54097,25295,0,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
7500,62000,36160.20139,0,448,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
1500,33000,38320.22292,280,1,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0"
16000,89100,34331.10972,10852,250,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
11000,81600,38711.24653,358,1000,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0"
1200,40000,38321.36736,7774,74,"0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0"
13000,42000,37361.48125,12425,250,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
10500,58000,37091.525,10044,242,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0"
12000,48715,36461.05972,12668,676,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
8400,33280,37961.06597,7452,508,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0"
25000,105000,34482.30764,2290,0,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
9250,28800,38320.17639,0,1000,"0","1","0","1","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
4900,26880,35052.37153,17998,430,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0"
10000,45000,37156.4875,11585,477,"0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0"
2000,60000,34902.47917,50000,247,"0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
12000,50000,37370.34514,10457,206,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
4000,88000,35322.40972,44991,188,"0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0"
9500,57000,36523.34097,8300,47,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
23000,112000,34123.39722,25274,1000,"0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10400,42000,36793.41528,12747,1000,"0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
9975,24148,31693.14861,21052,246,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0"
7000,150000,36385.34931,633,301,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
6000,25200,36043.24514,17953,0,"0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0"
5500,87000,34664.39028,30209,408,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
1600,33300,36794.14722,2201,121,"0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
10000,85000,35115.34722,239,41,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0"
12000,30000,35655.12708,4893,0,"0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0"
3000,45000,35385.22847,13440,80,"0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
20000,75000,31425.11944,11522,497,"0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
10000,82500,33165.16528,35876,414,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
9500,47000,37275.17222,6696,465,"0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0"
10000,1e+05,35385.23056,1459,221,"0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
5000,51200,35715.30417,63,398,"0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
4800,2e+05,37936.26528,9299,298,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0"
4000,18000,37127.47917,1291,1,"0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0"
7000,65000,38092.04653,400,1,"0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0"
3000,54000,30196.38056,6015,242,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
9000,66996,33166.38056,17870,378,"0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
5000,40000,38506.07778,5536,151,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0"
7500,57000,37246.06667,4700,359,"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0"
